corpusid,arxiv_id,title,authors,filename,year,venue,citationcount,referencecount,influentialcitationcount,content_references,equations,figures,font,pages,paragraphs,sections,subsections,subsubsections,tables,words
166227922,1905.10964,Combating Label Noise in Deep Learning Using Abstention,"[{'authorId': '1780360', 'name': 'S. Thulasidasan'}, {'authorId': '144296799', 'name': 'Tanmoy Bhattacharya'}, {'authorId': '1748118', 'name': 'J. Bilmes'}, {'authorId': '2530185', 'name': 'Gopinath Chennupati'}, {'authorId': '1401382238', 'name': 'J. Mohd-Yusof'}]",Combating Label Noise in Deep Learning Using Abstention,2019,International Conference on Machine Learning,157,41,9,10,12,6,Unknown,14,0,3,0,0,2,8931

